unidad,categoria,variable,subvariable,fecha,valor
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2008-12-31,6871.362961
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2009-01-31,6901.560283
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2009-02-28,6763.934585
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2009-03-31,6871.923461
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2009-04-30,6864.808979
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2009-05-31,6963.327691
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2009-06-30,7042.367688
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2009-07-31,7096.833495
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2009-08-31,7178.097702
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2009-09-30,7272.651482
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2009-10-31,7364.828495
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2009-11-30,7404.558171
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2009-12-31,7311.343971
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2010-01-31,7295.373474
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2010-02-28,7250.781767
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2010-03-31,7178.795273
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2010-04-30,7113.386757
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2010-05-31,7092.472248
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2010-06-30,7149.684746
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2010-07-31,7288.15037
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2010-08-31,7347.990015
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2010-09-30,7594.979378
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2010-10-31,7709.995562
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2010-11-30,7761.587928
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2010-12-31,7866.223991
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2011-01-31,8223.808248
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2011-02-28,8481.642254
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2011-03-31,8594.100103
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2011-04-30,8722.605291
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2011-05-31,8652.512326
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2011-06-30,8758.317126
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2011-07-31,8922.121742
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2011-08-31,8850.726744
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2011-09-30,8929.692166
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2011-10-31,9249.909177
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2011-11-30,9501.774336
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2011-12-31,9643.905047
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2012-01-31,9862.479197
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2012-02-29,10037.55794
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2012-03-31,10213.2951
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2012-04-30,10045.93305
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2012-05-31,10026.23712
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2012-06-30,10052.95386
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2012-07-31,10273.26503
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2012-08-31,10537.96569
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2012-09-30,10721.79225
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2012-10-31,11163.52916
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2012-11-30,11292.88678
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2012-12-31,11391.42423
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2013-01-31,11482.27309
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2013-02-28,11646.93825
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2013-03-31,11721.39445
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2013-04-30,11919.87408
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2013-05-31,11834.18745
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2013-06-30,12041.70293
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2013-07-31,12228.43159
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2013-08-31,12208.86648
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2013-09-30,12419.84956
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2013-10-31,12138.22805
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2013-11-30,12252.70675
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2013-12-31,12512.38251
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2014-01-31,12542.92699
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2014-02-28,12463.37808
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2014-03-31,12444.99083
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2014-04-30,12482.01136
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2014-05-31,12550.07769
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2014-06-30,12732.47977
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2014-07-31,12828.00857
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2014-08-31,13364.0275
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2014-09-30,13346.46958
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2014-10-31,13486.38388
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2014-11-30,13585.69901
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2014-12-31,13226.54842
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2015-01-31,13117.47276
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2015-02-28,13242.69244
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2015-03-31,13100.23821
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2015-04-30,12944.40161
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2015-05-31,12776.47892
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2015-06-30,12845.41114
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2015-07-31,12749.52231
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2015-08-31,12551.35512
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2015-09-30,12438.39788
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2015-10-31,12151.05843
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2015-11-30,11837.05637
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2015-12-31,11357.48608
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2016-01-31,11046.75548
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2016-02-29,10864.59095
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2016-03-31,10556.37456
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2016-04-30,10249.98253
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2016-05-31,9826.795836
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2016-06-30,9550.16574
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2016-07-31,9467.396746
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2016-08-31,9210.253516
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2016-09-30,8975.570199
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2016-10-31,8698.486536
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2016-11-30,8477.629972
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2016-12-31,8251.35673
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2017-01-31,7929.934428
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2017-02-28,7825.120351
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2017-03-31,8287.866882
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2017-04-30,8023.507657
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2017-05-31,8252.108095
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2017-06-30,8325.487746
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2017-07-31,8341.279737
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2017-08-31,8380.705934
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2017-09-30,8088.578192
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2017-10-31,7909.874466
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2017-11-30,8591.965995
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2017-12-31,8199.320251
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2018-01-31,8095.423611
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2018-02-28,7867.065458
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2018-03-31,7696.084777
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2018-04-30,7499.936328
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2018-05-31,7694.218176
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2018-06-30,7529.599918
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2018-07-31,7300.676005
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2018-08-31,7154.6592
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2018-09-30,6826.437301
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2018-10-31,6552.809531
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2018-11-30,6784.899622
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2018-12-31,6909.459028
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2019-01-31,6630.011975
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2019-02-28,6383.055456
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2019-03-31,5895.544529
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2019-04-30,6374.503524
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2019-05-31,6207.767846
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2019-06-30,6103.295703
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2019-07-31,5805.212373
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2019-08-31,5653.591076
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2019-09-30,5317.846729
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2019-10-31,4497.101807
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2019-11-30,4180.645135
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Divisas,2019-12-31,4106.669809
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2008-12-31,42.61454638
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2009-01-31,41.45427775
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2009-02-28,40.49102056
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2009-03-31,40.9855057
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2009-04-30,41.2281401
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2009-05-31,42.20240963
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2009-06-30,42.63438232
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2009-07-31,42.66690747
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2009-08-31,241.8240608
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2009-09-30,260.2261726
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2009-10-31,261.8792395
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2009-11-30,265.6330161
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2009-12-31,257.692696
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2010-01-31,256.8493263
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2010-02-28,252.2547711
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2010-03-31,250.6864093
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2010-04-30,248.8912678
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2010-05-31,243.1741683
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2010-06-30,243.3658284
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2010-07-31,251.1043416
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2010-08-31,248.9363192
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2010-09-30,256.1137089
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2010-10-31,259.0492654
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2010-11-30,252.6171241
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2010-12-31,254.1225294
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2011-01-31,258.2051022
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2011-02-28,258.9227699
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2011-03-31,260.6921393
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2011-04-30,267.3991093
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2011-05-31,262.815932
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2011-06-30,263.6460151
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2011-07-31,264.4665479
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2011-08-31,265.3306033
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2011-09-30,258.6203686
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2011-10-31,263.5948341
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2011-11-30,256.4062378
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2011-12-31,252.4583544
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2012-01-31,255.2892324
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2012-02-29,256.4325567
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2012-03-31,254.8624654
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2012-04-30,255.3815541
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2012-05-31,249.3040777
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2012-06-30,249.1671527
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2012-07-31,248.7254154
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2012-08-31,250.7337848
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2012-09-30,253.9626247
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2012-10-31,254.498267
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2012-11-30,253.844727
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2012-12-31,254.25902
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2013-01-31,254.8898442
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2013-02-28,250.5058487
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2013-03-31,247.5259848
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2013-04-30,249.7040825
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2013-05-31,247.1200278
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2013-06-30,248.7714198
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2013-07-31,250.6042129
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2013-08-31,250.8170301
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2013-09-30,253.5497582
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2013-10-31,257.3183671
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2013-11-30,255.9021161
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2013-12-31,256.7252395
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2014-01-31,256.1268937
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2014-02-28,256.9312297
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2014-03-31,257.356906
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2014-04-30,258.5281472
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2014-05-31,256.8353654
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2014-06-30,257.4101683
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2014-07-31,255.6028158
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2014-08-31,253.0576437
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2014-09-30,247.9299252
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2014-10-31,246.8437204
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2014-11-30,244.0652206
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2014-12-31,241.4319106
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2015-01-31,234.867814
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2015-02-28,235.7208312
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2015-03-31,230.6167647
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2015-04-30,232.8833255
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2015-05-31,231.6228948
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2015-06-30,233.9027136
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2015-07-31,232.4357189
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2015-08-31,234.7325189
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2015-09-30,234.1853527
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2015-10-31,232.2702519
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2015-11-30,228.9845174
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2015-12-31,231.2115645
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2016-01-31,230.4798659
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2016-02-29,231.4764129
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2016-03-31,234.5042025
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2016-04-30,235.6575679
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2016-05-31,234.3573719
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2016-06-30,232.7065597
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2016-07-31,231.7911543
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2016-08-31,232.6924408
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2016-09-30,233.1121102
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2016-10-31,228.7013044
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2016-11-30,225.4248162
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2016-12-31,223.4697151
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2017-01-31,225.9135387
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2017-02-28,225.3221885
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2017-03-31,226.8220862
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2017-04-30,228.4386713
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2017-05-31,230.2621491
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2017-06-30,232.0506053
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2017-07-31,234.6603846
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2017-08-31,236.5892722
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2017-09-30,235.6094332
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2017-10-31,234.3572713
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2017-11-30,236.3576136
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2017-12-31,237.2107713
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2018-01-31,243.125077
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2018-02-28,242.2370623
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2018-03-31,243.4521305
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2018-04-30,240.3181019
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2018-05-31,235.5674554
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2018-06-30,234.7654097
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2018-07-31,234.6777672
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2018-08-31,234.2098082
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2018-09-30,234.3604669
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2018-10-31,231.2319168
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2018-11-30,231.1209075
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2018-12-31,232.5875696
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2019-01-31,233.8799444
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2019-02-28,233.6031621
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2019-03-31,232.2202514
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2019-04-30,231.4822091
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2019-05-31,230.2490622
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2019-06-30,232.6334417
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2019-07-31,230.3823377
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2019-08-31,229.0672389
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2019-09-30,228.3099128
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2019-10-31,230.5451629
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2019-11-30,229.6096569
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,DEG,2019-12-31,231.4220171
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Oro,2008-12-31,794.4637392
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Oro,2009-01-31,826.708967
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Oro,2009-02-28,861.0176957
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Oro,2009-03-31,836.0675226
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Oro,2009-04-30,820.4544315
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Oro,2009-05-31,874.9559493
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Oro,2009-06-30,855.7404478
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Oro,2009-07-31,852.3125111
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Oro,2009-08-31,873.2656147
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Oro,2009-09-30,906.5045797
millones de $us,Operaciones con el exterior,Reservas internacionales brutas del BCB,Oro,2009-10-31,956.6541042
