unidad,categoria,variable,subvariable,fecha,valor
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2012-04-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2012-05-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2012-06-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2012-07-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2012-08-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2012-09-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2012-10-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2012-11-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2012-12-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2013-01-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2013-02-28,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2013-03-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2013-04-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2013-05-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2013-06-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2013-07-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2013-08-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2013-09-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2013-10-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2013-11-30,292.85186
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2013-12-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2014-01-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2014-02-28,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2014-03-31,152.8212985
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2014-04-30,810.4885038
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2014-05-31,1144.652121
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2014-06-30,827.8640088
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2014-07-31,1436.064433
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2014-08-31,568.0459356
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2014-09-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2014-10-31,459.8693128
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2014-11-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2014-12-31,62.05935313
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2015-01-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2015-02-28,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2015-03-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2015-04-30,490.80337
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2015-05-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2015-06-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2015-07-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2015-08-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2015-09-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2015-10-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2015-11-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2015-12-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2016-01-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2016-02-29,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2016-03-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2016-04-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2016-05-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2016-06-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2016-07-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2016-08-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2016-09-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2016-10-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2016-11-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2016-12-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2017-01-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2017-02-28,93.77
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2017-03-31,116.8128
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2017-04-30,1828.223204
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2017-05-31,1569.073
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2017-06-30,976.9937616
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2017-07-31,131.1986406
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2017-08-31,155.24055
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2017-09-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2017-10-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2017-11-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2017-12-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2018-01-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2018-02-28,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2018-03-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2018-04-30,162.352345
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2018-05-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2018-06-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2018-07-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2018-08-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2018-09-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2018-10-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2018-11-30,193.378625
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2018-12-31,47.994977
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2019-01-31,329.085125
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2019-02-28,264.580655
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2019-03-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2019-04-30,184.264635
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2019-05-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2019-06-30,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2019-07-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2019-08-31,0.0
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2019-09-30,69.48275693
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2019-10-31,122.291503
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2019-11-30,2305.936549
millones de Bs,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: MN y UFV,2019-12-31,1977.353047
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2008-12-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2009-01-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2009-02-28,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2009-03-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2009-04-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2009-05-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2009-06-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2009-07-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2009-08-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2009-09-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2009-10-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2009-11-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2009-12-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2010-01-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2010-02-28,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2010-03-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2010-04-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2010-05-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2010-06-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2010-07-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2010-08-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2010-09-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2010-10-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2010-11-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2010-12-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2011-01-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2011-02-28,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2011-03-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2011-04-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2011-05-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2011-06-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2011-07-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2011-08-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2011-09-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2011-10-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2011-11-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2011-12-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2012-01-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2012-02-29,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2012-03-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2012-04-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2012-05-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2012-06-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2012-07-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2012-08-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2012-09-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2012-10-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2012-11-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2012-12-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2013-01-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2013-02-28,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2013-03-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2013-04-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2013-05-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2013-06-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2013-07-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2013-08-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2013-09-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2013-10-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2013-11-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2013-12-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2014-01-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2014-02-28,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2014-03-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2014-04-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2014-05-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2014-06-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2014-07-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2014-08-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2014-09-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2014-10-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2014-11-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2014-12-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2015-01-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2015-02-28,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2015-03-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2015-04-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2015-05-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2015-06-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2015-07-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2015-08-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2015-09-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2015-10-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2015-11-30,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2015-12-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2016-01-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2016-02-29,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2016-03-31,0.0
millones de $us,Operaciones de mercado abierto y financiamiento del BCB,Financiamiento de corto plazo al sistema financiero,b)  Reportos: ME y MVDOL,2016-04-30,0.0
